pid	rank	img_idx	img_label	score	path
0009	1	14713	1352	0.347286	
0009	2	11104	0932	0.342492	
0009	3	9696	0753	0.341050	
0009	4	6748	0418	0.338249	
0009	5	7015	0461	0.329507	
0009	6	13700	1241	0.328311	
0009	7	13430	1212	0.327827	
0009	8	14290	1302	0.327608	
0009	9	4993	0226	0.326501	
0009	10	13064	1174	0.325619	
0040	1	5655	0275	0.331072	
0040	2	1462	0000	0.328638	
0040	3	4280	0156	0.321350	
0040	4	5153	0230	0.321147	
0040	5	1847	0000	0.320084	
0040	6	3471	0074	0.318486	
0040	7	5150	0230	0.318277	
0040	8	11697	1026	0.315970	
0040	9	2055	0000	0.315870	
0040	10	4281	0156	0.315674	
0044	1	1794	0000	0.330860	
0044	2	10761	0889	0.328426	
0044	3	12766	1148	0.326821	
0044	4	5191	0233	0.326436	
0044	5	12767	1148	0.324954	
0044	6	8013	0583	0.323925	
0044	7	14331	1308	0.320540	
0044	8	9152	0717	0.320483	
0044	9	13347	1203	0.320406	
0044	10	4912	0219	0.319806	
0050	1	4694	0198	0.326198	
0050	2	8706	0678	0.323137	
0050	3	8013	0583	0.323088	
0050	4	11056	0927	0.321894	
0050	5	7785	0560	0.320466	
0050	6	15857	1498	0.319853	
0050	7	15875	1498	0.319668	
0050	8	6909	0448	0.319211	
0050	9	8448	0632	0.319150	
0050	10	5511	0265	0.317843	
0054	1	4281	0156	0.335832	
0054	2	4280	0156	0.328026	
0054	3	3693	0094	0.327820	
0054	4	3692	0094	0.327615	
0054	5	13835	1259	0.322309	
0054	6	13372	1207	0.318160	
0054	7	6909	0448	0.316068	
0054	8	893	0000	0.314007	
0054	9	7141	0474	0.313951	
0054	10	9347	0727	0.313466	
0075	1	8700	0678	0.371808	
0075	2	8699	0678	0.361972	
0075	3	8706	0678	0.355986	
0075	4	14862	1362	0.354792	
0075	5	8713	0678	0.353137	
0075	6	4694	0198	0.353059	
0075	7	2750	0000	0.347746	
0075	8	4678	0198	0.347278	
0075	9	8712	0678	0.347194	
0075	10	15132	1394	0.346549	
0183	1	2993	0016	0.342322	
0183	2	8259	0610	0.335494	
0183	3	7884	0574	0.330264	
0183	4	13617	1228	0.326719	
0183	5	14357	1311	0.326279	
0183	6	14395	1314	0.326262	
0183	7	11967	1061	0.325330	
0183	8	13658	1233	0.324584	
0183	9	11408	0983	0.322913	
0183	10	5626	0271	0.319205	
0191	1	10117	0797	0.343993	
0191	2	8734	0680	0.338502	
0191	3	11119	0934	0.334046	
0191	4	7594	0527	0.330560	
0191	5	4600	0191	0.328127	
0191	6	7100	0469	0.327612	
0191	7	2203	0000	0.326263	
0191	8	9763	0763	0.325682	
0191	9	7296	0493	0.324853	
0191	10	1367	0000	0.323751	
0192	1	8700	0678	0.380752	
0192	2	14862	1362	0.369043	
0192	3	8699	0678	0.365554	
0192	4	5797	0286	0.361808	
0192	5	8713	0678	0.361786	
0192	6	8706	0678	0.358576	
0192	7	15857	1498	0.358454	
0192	8	4694	0198	0.357615	
0192	9	4678	0198	0.357242	
0192	10	10858	0909	0.355309	
0200	1	3692	0094	0.349892	
0200	2	1960	0000	0.336904	
0200	3	4281	0156	0.336642	
0200	4	4705	0200	0.335182	
0200	5	1847	0000	0.334514	
0200	6	1575	0000	0.334313	
0200	7	7808	0561	0.334285	
0200	8	7745	0550	0.330509	
0200	9	5320	0253	0.330101	
0200	10	5282	0247	0.328697	
0213	1	15656	1472	0.347414	
0213	2	12423	1105	0.344906	
0213	3	13163	1184	0.344610	
0213	4	6089	0319	0.343332	
0213	5	7155	0476	0.341666	
0213	6	12857	1151	0.340898	
0213	7	3556	0080	0.340161	
0213	8	13186	1185	0.339818	
0213	9	6808	0428	0.339059	
0213	10	11094	0932	0.338838	
0230	1	1847	0000	0.350855	
0230	2	4281	0156	0.340878	
0230	3	5655	0275	0.338554	
0230	4	4280	0156	0.328867	
0230	5	1462	0000	0.327798	
0230	6	5153	0230	0.325273	
0230	7	5150	0230	0.324524	
0230	8	1960	0000	0.324351	
0230	9	2055	0000	0.323672	
0230	10	5148	0230	0.323410	
0258	1	13625	1229	0.360591	
0258	2	12233	1083	0.353533	
0258	3	13624	1229	0.353239	
0258	4	13642	1229	0.350913	
0258	5	5788	0286	0.350635	
0258	6	12234	1083	0.349646	
0258	7	11002	0923	0.346385	
0258	8	3925	0128	0.345300	
0258	9	13368	1205	0.344301	
0258	10	13347	1203	0.344007	
0286	1	10453	0829	0.377234	
0286	2	8700	0678	0.376664	
0286	3	5797	0286	0.375297	
0286	4	4516	0186	0.370848	
0286	5	13791	1251	0.362366	
0286	6	8699	0678	0.356840	
0286	7	14862	1362	0.355755	
0286	8	13284	1195	0.355492	
0286	9	10954	0918	0.355391	
0286	10	4507	0186	0.355389	
0316	1	2993	0016	0.326998	
0316	2	14279	1302	0.318009	
0316	3	9511	0736	0.317918	
0316	4	13430	1212	0.315942	
0316	5	13144	1182	0.315392	
0316	6	6920	0452	0.315088	
0316	7	11698	1026	0.313511	
0316	8	5408	0260	0.313354	
0316	9	2203	0000	0.312549	
0316	10	8949	0693	0.310692	
0329	1	13625	1229	0.355814	
0329	2	3925	0128	0.355562	
0329	3	13624	1229	0.353827	
0329	4	13642	1229	0.353455	
0329	5	13347	1203	0.353185	
0329	6	12233	1083	0.352577	
0329	7	13639	1229	0.352408	
0329	8	8733	0680	0.351697	
0329	9	3929	0128	0.350328	
0329	10	6368	0355	0.347703	
0431	1	13639	1229	0.355390	
0431	2	13625	1229	0.350319	
0431	3	12233	1083	0.347093	
0431	4	13624	1229	0.344908	
0431	5	13347	1203	0.339547	
0431	6	10800	0899	0.337204	
0431	7	11493	0996	0.335616	
0431	8	5788	0286	0.334930	
0431	9	11183	0949	0.332217	
0431	10	13618	1229	0.331758	
0465	1	11727	1028	0.353527	
0465	2	7968	0580	0.346535	
0465	3	3326	0058	0.343597	
0465	4	13385	1208	0.342031	
0465	5	3260	0049	0.341720	
0465	6	5745	0284	0.341520	
0465	7	4318	0161	0.340507	
0465	8	5757	0284	0.340167	
0465	9	5751	0284	0.339703	
0465	10	14448	1319	0.339125	
0471	1	4280	0156	0.327305	
0471	2	13835	1259	0.325595	
0471	3	6909	0448	0.322516	
0471	4	3693	0094	0.320839	
0471	5	13372	1207	0.319525	
0471	6	4281	0156	0.318975	
0471	7	3692	0094	0.318944	
0471	8	7141	0474	0.315038	
0471	9	4282	0156	0.314564	
0471	10	7560	0523	0.313125	
0474	1	4280	0156	0.350132	
0474	2	3692	0094	0.346430	
0474	3	11330	0968	0.340570	
0474	4	8663	0671	0.339933	
0474	5	6909	0448	0.339603	
0474	6	10604	0861	0.337743	
0474	7	7223	0488	0.335953	
0474	8	8013	0583	0.335272	
0474	9	10757	0888	0.333807	
0474	10	4282	0156	0.333601	
0479	1	7785	0560	0.348864	
0479	2	11330	0968	0.343654	
0479	3	3692	0094	0.335456	
0479	4	13544	1224	0.333943	
0479	5	7222	0488	0.333511	
0479	6	7160	0478	0.333480	
0479	7	7181	0479	0.332769	
0479	8	10757	0888	0.332750	
0479	9	10604	0861	0.331091	
0479	10	8448	0632	0.330759	
0498	1	5797	0286	0.371351	
0498	2	4516	0186	0.369205	
0498	3	4507	0186	0.367436	
0498	4	3057	0019	0.367024	
0498	5	13791	1251	0.365901	
0498	6	5775	0286	0.364779	
0498	7	13788	1251	0.361416	
0498	8	5788	0286	0.356507	
0498	9	12234	1083	0.355217	
0498	10	5786	0286	0.355094	
0521	1	7968	0580	0.349279	
0521	2	13385	1208	0.348999	
0521	3	7989	0582	0.343893	
0521	4	6419	0363	0.342088	
0521	5	7310	0495	0.341231	
0521	6	7519	0521	0.338143	
0521	7	5632	0274	0.337124	
0521	8	5948	0295	0.336722	
0521	9	7194	0487	0.335639	
0521	10	7985	0582	0.333159	
0562	1	11119	0934	0.349570	
0562	2	2203	0000	0.343833	
0562	3	7100	0469	0.338759	
0562	4	5072	0228	0.337898	
0562	5	6487	0372	0.336371	
0562	6	10117	0797	0.335740	
0562	7	13430	1212	0.333042	
0562	8	1557	0000	0.331944	
0562	9	12058	1065	0.329133	
0562	10	9741	0763	0.328923	
0585	1	5735	0284	0.377628	
0585	2	9100	0715	0.375937	
0585	3	5749	0284	0.373912	
0585	4	1761	0000	0.371020	
0585	5	5757	0284	0.367646	
0585	6	6587	0388	0.366481	
0585	7	14756	1356	0.363717	
0585	8	6876	0447	0.363700	
0585	9	11119	0934	0.363583	
0585	10	9118	0715	0.362938	
0591	1	8700	0678	0.370032	
0591	2	4507	0186	0.355839	
0591	3	4694	0198	0.350330	
0591	4	5795	0286	0.349698	
0591	5	14262	1301	0.349407	
0591	6	10528	0845	0.348664	
0591	7	4620	0192	0.347249	
0591	8	8699	0678	0.347105	
0591	9	5791	0286	0.344935	
0591	10	7482	0514	0.344874	
0732	1	8259	0610	0.322416	
0732	2	7884	0574	0.320935	
0732	3	2993	0016	0.320593	
0732	4	4469	0183	0.318180	
0732	5	5626	0271	0.312688	
0732	6	11408	0983	0.311809	
0732	7	7012	0461	0.311683	
0732	8	9864	0771	0.309982	
0732	9	13658	1233	0.308250	
0732	10	11967	1061	0.307841	
0740	1	9582	0740	0.371529	
0740	2	11002	0923	0.369591	
0740	3	13624	1229	0.368530	
0740	4	13347	1203	0.363400	
0740	5	10762	0889	0.362530	
0740	6	10761	0889	0.360175	
0740	7	10076	0794	0.358464	
0740	8	8357	0625	0.356361	
0740	9	10728	0881	0.353789	
0740	10	10079	0794	0.353637	
0747	1	6909	0448	0.343727	
0747	2	4280	0156	0.342959	
0747	3	258	0000	0.341710	
0747	4	6089	0319	0.340440	
0747	5	6915	0448	0.339661	
0747	6	10930	0916	0.336429	
0747	7	7141	0474	0.336313	
0747	8	15095	1388	0.336044	
0747	9	13835	1259	0.335306	
0747	10	4282	0156	0.333996	
0778	1	9927	0778	0.355387	
0778	2	9944	0778	0.354328	
0778	3	4137	0146	0.349249	
