pid	rank	img_idx	img_label	score	path
0009	1	14713	1352	0.358187	
0009	2	9696	0753	0.352178	
0009	3	11104	0932	0.351392	
0009	4	6748	0418	0.341601	
0009	5	14290	1302	0.340314	
0009	6	7015	0461	0.339862	
0009	7	7223	0488	0.339216	
0009	8	4318	0161	0.335974	
0009	9	4993	0226	0.335870	
0009	10	13430	1212	0.335539	
0040	1	4280	0156	0.339463	
0040	2	1462	0000	0.337740	
0040	3	5655	0275	0.336730	
0040	4	1847	0000	0.330763	
0040	5	5153	0230	0.329981	
0040	6	4281	0156	0.329424	
0040	7	11697	1026	0.326660	
0040	8	3471	0074	0.326605	
0040	9	2055	0000	0.326410	
0040	10	5150	0230	0.325938	
0044	1	1794	0000	0.335098	
0044	2	5191	0233	0.334305	
0044	3	10761	0889	0.333736	
0044	4	12766	1148	0.330922	
0044	5	15865	1498	0.330083	
0044	6	12767	1148	0.329429	
0044	7	8706	0678	0.327877	
0044	8	8013	0583	0.327213	
0044	9	8700	0678	0.325763	
0044	10	5511	0265	0.325160	
0050	1	4694	0198	0.353704	
0050	2	8706	0678	0.352855	
0050	3	15857	1498	0.350936	
0050	4	8700	0678	0.349659	
0050	5	15875	1498	0.348577	
0050	6	5511	0265	0.345469	
0050	7	8013	0583	0.341329	
0050	8	8712	0678	0.340982	
0050	9	5191	0233	0.340855	
0050	10	14374	1312	0.340603	
0054	1	4281	0156	0.348389	
0054	2	4280	0156	0.346336	
0054	3	3693	0094	0.337682	
0054	4	3692	0094	0.335867	
0054	5	7745	0550	0.330141	
0054	6	13835	1259	0.329721	
0054	7	13372	1207	0.328265	
0054	8	8663	0671	0.328228	
0054	9	7777	0560	0.327759	
0054	10	6909	0448	0.325004	
0075	1	8700	0678	0.380947	
0075	2	8699	0678	0.368902	
0075	3	8713	0678	0.364468	
0075	4	14862	1362	0.364292	
0075	5	2750	0000	0.361029	
0075	6	8706	0678	0.360780	
0075	7	4678	0198	0.358282	
0075	8	4694	0198	0.357586	
0075	9	8712	0678	0.357382	
0075	10	15857	1498	0.353178	
0183	1	2993	0016	0.352005	
0183	2	7884	0574	0.347407	
0183	3	8259	0610	0.342582	
0183	4	14395	1314	0.341077	
0183	5	14357	1311	0.339726	
0183	6	14359	1311	0.336429	
0183	7	11967	1061	0.335794	
0183	8	13617	1228	0.335136	
0183	9	11408	0983	0.334966	
0183	10	13658	1233	0.332065	
0191	1	10117	0797	0.353019	
0191	2	11119	0934	0.351916	
0191	3	8734	0680	0.351421	
0191	4	7594	0527	0.343014	
0191	5	7100	0469	0.342705	
0191	6	7288	0493	0.342458	
0191	7	7012	0461	0.339413	
0191	8	1548	0000	0.337707	
0191	9	8448	0632	0.337301	
0191	10	2203	0000	0.334827	
0192	1	8700	0678	0.384301	
0192	2	5797	0286	0.376999	
0192	3	14862	1362	0.375623	
0192	4	8699	0678	0.373406	
0192	5	8713	0678	0.368998	
0192	6	10858	0909	0.365598	
0192	7	10453	0829	0.364800	
0192	8	15857	1498	0.364308	
0192	9	15880	1498	0.364276	
0192	10	4694	0198	0.363330	
0200	1	7808	0561	0.356977	
0200	2	3692	0094	0.355127	
0200	3	4281	0156	0.348107	
0200	4	4705	0200	0.347087	
0200	5	1960	0000	0.346470	
0200	6	7745	0550	0.346175	
0200	7	5320	0253	0.342764	
0200	8	1847	0000	0.342730	
0200	9	7795	0561	0.340864	
0200	10	1575	0000	0.340250	
0213	1	15656	1472	0.357890	
0213	2	13163	1184	0.357466	
0213	3	13186	1185	0.354718	
0213	4	11094	0932	0.354142	
0213	5	3556	0080	0.353886	
0213	6	6089	0319	0.353677	
0213	7	12857	1151	0.351337	
0213	8	12423	1105	0.349824	
0213	9	7155	0476	0.349778	
0213	10	10453	0829	0.349281	
0230	1	1847	0000	0.355074	
0230	2	4281	0156	0.350519	
0230	3	5655	0275	0.342705	
0230	4	4280	0156	0.334294	
0230	5	1462	0000	0.334159	
0230	6	1960	0000	0.334007	
0230	7	5153	0230	0.331019	
0230	8	2055	0000	0.330357	
0230	9	3693	0094	0.329585	
0230	10	5150	0230	0.329474	
0258	1	13625	1229	0.369206	
0258	2	13624	1229	0.361247	
0258	3	13642	1229	0.360127	
0258	4	5788	0286	0.358907	
0258	5	12233	1083	0.356939	
0258	6	13347	1203	0.354763	
0258	7	12234	1083	0.354604	
0258	8	3925	0128	0.354467	
0258	9	11183	0949	0.353681	
0258	10	11002	0923	0.353049	
0286	1	8700	0678	0.396238	
0286	2	5797	0286	0.389360	
0286	3	10453	0829	0.389271	
0286	4	4516	0186	0.377625	
0286	5	14862	1362	0.376204	
0286	6	10858	0909	0.375793	
0286	7	8699	0678	0.375749	
0286	8	13791	1251	0.375164	
0286	9	10954	0918	0.369926	
0286	10	4507	0186	0.368968	
0316	1	2993	0016	0.337594	
0316	2	14279	1302	0.332970	
0316	3	9511	0736	0.330544	
0316	4	6920	0452	0.327759	
0316	5	11698	1026	0.327033	
0316	6	5667	0275	0.326352	
0316	7	9532	0736	0.326093	
0316	8	5153	0230	0.325813	
0316	9	1462	0000	0.324389	
0316	10	11695	1026	0.323607	
0329	1	3925	0128	0.363465	
0329	2	12233	1083	0.361509	
0329	3	13347	1203	0.361054	
0329	4	13625	1229	0.360891	
0329	5	13642	1229	0.360663	
0329	6	6368	0355	0.358678	
0329	7	13624	1229	0.358668	
0329	8	13639	1229	0.358057	
0329	9	3926	0128	0.357847	
0329	10	8733	0680	0.356252	
0431	1	13639	1229	0.362339	
0431	2	12233	1083	0.355949	
0431	3	13625	1229	0.351957	
0431	4	13624	1229	0.350611	
0431	5	13347	1203	0.345651	
0431	6	10800	0899	0.345117	
0431	7	13635	1229	0.342531	
0431	8	11493	0996	0.342268	
0431	9	13642	1229	0.341090	
0431	10	5788	0286	0.341018	
0465	1	11727	1028	0.365507	
0465	2	5745	0284	0.358850	
0465	3	3260	0049	0.357411	
0465	4	3326	0058	0.355383	
0465	5	5751	0284	0.353683	
0465	6	13385	1208	0.352741	
0465	7	3411	0066	0.352305	
0465	8	7968	0580	0.352265	
0465	9	5757	0284	0.351591	
0465	10	4318	0161	0.351151	
0471	1	4280	0156	0.337302	
0471	2	13835	1259	0.330649	
0471	3	6909	0448	0.329158	
0471	4	4281	0156	0.328322	
0471	5	3693	0094	0.328218	
0471	6	3692	0094	0.324828	
0471	7	13372	1207	0.324700	
0471	8	7566	0523	0.323954	
0471	9	7560	0523	0.323179	
0471	10	8304	0618	0.322844	
0474	1	4280	0156	0.359974	
0474	2	3692	0094	0.350628	
0474	3	8663	0671	0.350096	
0474	4	6909	0448	0.347193	
0474	5	8013	0583	0.345959	
0474	6	10604	0861	0.345869	
0474	7	7223	0488	0.345763	
0474	8	11330	0968	0.344741	
0474	9	4282	0156	0.342665	
0474	10	10757	0888	0.342555	
0479	1	7785	0560	0.356677	
0479	2	11330	0968	0.350379	
0479	3	13544	1224	0.344506	
0479	4	13122	1181	0.343436	
0479	5	7160	0478	0.342032	
0479	6	7222	0488	0.342024	
0479	7	7181	0479	0.340859	
0479	8	3692	0094	0.340488	
0479	9	7659	0535	0.339620	
0479	10	3468	0073	0.339228	
0498	1	3057	0019	0.380099	
0498	2	4516	0186	0.379701	
0498	3	5797	0286	0.378326	
0498	4	4507	0186	0.376133	
0498	5	5788	0286	0.374793	
0498	6	12234	1083	0.374427	
0498	7	13791	1251	0.372565	
0498	8	5775	0286	0.371393	
0498	9	5786	0286	0.369576	
0498	10	13788	1251	0.369574	
0521	1	7989	0582	0.359826	
0521	2	7968	0580	0.355229	
0521	3	13385	1208	0.354689	
0521	4	3260	0049	0.353255	
0521	5	6419	0363	0.349415	
0521	6	7310	0495	0.348996	
0521	7	7985	0582	0.348638	
0521	8	7519	0521	0.343600	
0521	9	13723	1245	0.342060	
0521	10	5632	0274	0.341788	
0562	1	11119	0934	0.355028	
0562	2	2203	0000	0.353664	
0562	3	13430	1212	0.346401	
0562	4	5072	0228	0.344802	
0562	5	7100	0469	0.343670	
0562	6	10117	0797	0.343620	
0562	7	6487	0372	0.342459	
0562	8	12058	1065	0.342113	
0562	9	1557	0000	0.340001	
0562	10	1462	0000	0.338247	
0585	1	9100	0715	0.388187	
0585	2	5749	0284	0.385478	
0585	3	5757	0284	0.384156	
0585	4	5735	0284	0.383806	
0585	5	6587	0388	0.382215	
0585	6	1761	0000	0.377290	
0585	7	11882	1054	0.376458	
0585	8	11119	0934	0.376136	
0585	9	14756	1356	0.371597	
0585	10	9118	0715	0.371135	
0591	1	8700	0678	0.382625	
0591	2	4507	0186	0.363595	
0591	3	15542	1450	0.361817	
0591	4	14262	1301	0.359485	
0591	5	5795	0286	0.358945	
0591	6	4694	0198	0.358556	
0591	7	10528	0845	0.357169	
0591	8	8699	0678	0.355557	
0591	9	14862	1362	0.355525	
0591	10	14378	1312	0.355412	
0732	1	2993	0016	0.344089	
0732	2	8259	0610	0.340001	
0732	3	7884	0574	0.338362	
0732	4	4469	0183	0.334175	
0732	5	9864	0771	0.331098	
0732	6	11408	0983	0.330547	
0732	7	13658	1233	0.329852	
0732	8	11967	1061	0.328765	
0732	9	14395	1314	0.326871	
0732	10	14364	1311	0.325504	
0740	1	10762	0889	0.378778	
0740	2	11002	0923	0.377900	
0740	3	9582	0740	0.376178	
0740	4	13624	1229	0.374929	
0740	5	10761	0889	0.369520	
0740	6	13347	1203	0.368154	
0740	7	10728	0881	0.367721	
0740	8	10076	0794	0.366216	
0740	9	8357	0625	0.364893	
0740	10	13351	1203	0.361924	
0747	1	4280	0156	0.357509	
0747	2	258	0000	0.354876	
0747	3	6909	0448	0.349291	
0747	4	6089	0319	0.348355	
0747	5	6915	0448	0.346986	
0747	6	15095	1388	0.345369	
0747	7	10930	0916	0.343878	
0747	8	15656	1472	0.343233	
0747	9	14660	1348	0.342707	
0747	10	7141	0474	0.342163	
0778	1	9944	0778	0.369239	
0778	2	4234	0155	0.366669	
0778	3	9927	0778	0.363686	
0778	4	4137	0146	0.362548	
0778	5	6289	0345	0.362367	
0778	6	7316	0495	0.359011	
0778	7	11914	1057	0.357943	
0778	8	11863	1050	0.355483	
0778	9	6281	0345	0.354479	
0778	10	3986	0133	0.353407	
0819	1	7015	0461	0.341634	
0819	2	7013	0461	0.340811	
0819	3	7288	0493	0.338491	
0819	4	7012	0461	0.333639	
0819	5	2400	0000	0.332596	
0819	6	7009	0461	0.329027	
0819	7	11880	1053	0.327912	
0819	8	4429	0182	0.327760	
0819	9	14968	1376	0.327734	
0819	10	8380	0626	0.325597	
0910	1	11973	1062	0.376478	
0910	2	7809	0561	0.363871	
0910	3	7375	0502	0.363209	
0910	4	11330	0968	0.361258	
0910	5	7009	0461	0.359884	
0910	6	6638	0396	0.358763	
0910	7	14448	1319	0.357387	
0910	8	4959	0220	0.356742	
0910	9	7810	0561	0.354938	
0910	10	1940	0000	0.354323	
0913	1	12867	1153	0.374429	
0913	2	8670	0672	0.369585	
0913	3	14967	1376	0.367021	
0913	4	4584	0189	0.366785	
0913	5	8685	0672	0.366609	
0913	6	15823	1497	0.365723	
0913	7	9182	0720	0.365022	
0913	8	14336	1310	0.363047	
0913	9	12138	1070	0.362130	
0913	10	14968	1376	0.361639	
0966	1	8392	0626	0.346720	
0966	2	8381	0626	0.337932	
0966	3	8380	0626	0.333878	
0966	4	8388	0626	0.333357	
0966	5	8391	0626	0.331310	
0966	6	7911	0577	0.329561	
0966	7	7884	0574	0.322080	
0966	8	8768	0684	0.321726	
0966	9	13256	1191	0.321037	
0966	10	7012	0461	0.320568	
0996	1	10761	0889	0.372917	
0996	2	13624	1229	0.371620	
