pid	rank	img_idx	img_label	score	path
0009	1	14713	1352	0.360992	
0009	2	9696	0753	0.353726	
0009	3	11104	0932	0.352822	
0009	4	7223	0488	0.343552	
0009	5	14290	1302	0.342176	
0009	6	6748	0418	0.342170	
0009	7	7015	0461	0.341749	
0009	8	4993	0226	0.338898	
0009	9	4318	0161	0.337495	
0009	10	13700	1241	0.336978	
0040	1	4280	0156	0.340342	
0040	2	1462	0000	0.337941	
0040	3	5655	0275	0.337436	
0040	4	4281	0156	0.331425	
0040	5	5153	0230	0.331212	
0040	6	1847	0000	0.331186	
0040	7	3471	0074	0.328146	
0040	8	11697	1026	0.327934	
0040	9	3693	0094	0.327746	
0040	10	2055	0000	0.327600	
0044	1	1794	0000	0.335839	
0044	2	5191	0233	0.335119	
0044	3	10761	0889	0.334207	
0044	4	12766	1148	0.331259	
0044	5	15865	1498	0.331040	
0044	6	12767	1148	0.329939	
0044	7	8706	0678	0.329513	
0044	8	8013	0583	0.327736	
0044	9	8700	0678	0.327130	
0044	10	5511	0265	0.325815	
0050	1	4694	0198	0.355730	
0050	2	15857	1498	0.354804	
0050	3	15875	1498	0.354512	
0050	4	8706	0678	0.354044	
0050	5	8700	0678	0.353798	
0050	6	5511	0265	0.347403	
0050	7	8013	0583	0.344729	
0050	8	4616	0192	0.344371	
0050	9	8712	0678	0.344249	
0050	10	5191	0233	0.343709	
0054	1	4281	0156	0.350579	
0054	2	4280	0156	0.348037	
0054	3	3693	0094	0.338286	
0054	4	3692	0094	0.336944	
0054	5	7745	0550	0.332588	
0054	6	13835	1259	0.330213	
0054	7	8663	0671	0.330115	
0054	8	13372	1207	0.329357	
0054	9	7777	0560	0.329083	
0054	10	1575	0000	0.327044	
0075	1	8700	0678	0.381735	
0075	2	8699	0678	0.369570	
0075	3	8713	0678	0.368605	
0075	4	14862	1362	0.365659	
0075	5	2750	0000	0.362560	
0075	6	8706	0678	0.361220	
0075	7	4678	0198	0.359309	
0075	8	8712	0678	0.358335	
0075	9	4694	0198	0.357919	
0075	10	5525	0265	0.353944	
0183	1	2993	0016	0.353569	
0183	2	7884	0574	0.350441	
0183	3	8259	0610	0.343672	
0183	4	14395	1314	0.343660	
0183	5	14357	1311	0.340975	
0183	6	14359	1311	0.339778	
0183	7	11408	0983	0.336971	
0183	8	11967	1061	0.336759	
0183	9	13617	1228	0.335898	
0183	10	13658	1233	0.334063	
0191	1	8734	0680	0.355312	
0191	2	11119	0934	0.354405	
