pid	rank	img_idx	img_label	score	path
0009	1	14713	1352	0.354756	
0009	2	11104	0932	0.349579	
0009	3	9696	0753	0.347869	
0009	4	6748	0418	0.340722	
0009	5	14290	1302	0.337087	
0009	6	7015	0461	0.336647	
0009	7	7223	0488	0.334328	
0009	8	4318	0161	0.333909	
0009	9	13700	1241	0.333185	
0009	10	4993	0226	0.332548	
0040	1	4280	0156	0.337333	
0040	2	1462	0000	0.335737	
0040	3	5655	0275	0.335408	
0040	4	1847	0000	0.327900	
0040	5	5153	0230	0.327818	
0040	6	4281	0156	0.325593	
0040	7	5150	0230	0.324669	
0040	8	2055	0000	0.324367	
0040	9	3471	0074	0.324192	
0040	10	11697	1026	0.323524	
0044	1	1794	0000	0.333802	
0044	2	10761	0889	0.332768	
0044	3	5191	0233	0.332193	
0044	4	12766	1148	0.329908	
0044	5	12767	1148	0.328490	
0044	6	15865	1498	0.327240	
0044	7	8013	0583	0.326564	
0044	8	8706	0678	0.325318	
0044	9	13347	1203	0.323865	
0044	10	5511	0265	0.323824	
0050	1	4694	0198	0.350630	
0050	2	8706	0678	0.348489	
0050	3	15857	1498	0.344695	
0050	4	15875	1498	0.342445	
0050	5	5511	0265	0.341754	
0050	6	8700	0678	0.340673	
0050	7	14374	1312	0.338968	
0050	8	8699	0678	0.336252	
0050	9	15865	1498	0.335952	
0050	10	8013	0583	0.335849	
0054	1	4281	0156	0.345151	
0054	2	4280	0156	0.339786	
0054	3	3693	0094	0.335133	
0054	4	3692	0094	0.333304	
0054	5	13835	1259	0.328332	
0054	6	13372	1207	0.326260	
0054	7	7745	0550	0.323892	
0054	8	7777	0560	0.322651	
0054	9	6909	0448	0.321852	
0054	10	8663	0671	0.321687	
0075	1	8700	0678	0.379000	
0075	2	8699	0678	0.367511	
0075	3	14862	1362	0.362198	
0075	4	8713	0678	0.360198	
0075	5	8706	0678	0.359508	
0075	6	4694	0198	0.357218	
0075	7	2750	0000	0.356743	
0075	8	4678	0198	0.354852	
0075	9	8712	0678	0.354562	
0075	10	15857	1498	0.351470	
0183	1	2993	0016	0.349567	
0183	2	7884	0574	0.340683	
0183	3	8259	0610	0.340307	
0183	4	14395	1314	0.336863	
0183	5	14357	1311	0.335212	
0183	6	11967	1061	0.333778	
0183	7	13617	1228	0.332601	
0183	8	11408	0983	0.330756	
0183	9	14359	1311	0.330225	
0183	10	13658	1233	0.329720	
0191	1	10117	0797	0.350883	
0191	2	11119	0934	0.348089	
0191	3	8734	0680	0.346693	
0191	4	7594	0527	0.338731	
0191	5	7100	0469	0.338501	
0191	6	7012	0461	0.334672	
0191	7	2203	0000	0.333564	
0191	8	8448	0632	0.332623	
0191	9	7288	0493	0.332444	
0191	10	4600	0191	0.331542	
0192	1	8700	0678	0.383630	
0192	2	14862	1362	0.373975	
0192	3	5797	0286	0.373892	
0192	4	8699	0678	0.371322	
0192	5	8713	0678	0.367207	
0192	6	15857	1498	0.362971	
0192	7	10858	0909	0.362743	
0192	8	4694	0198	0.361810	
0192	9	10453	0829	0.361628	
0192	10	4678	0198	0.360626	
0200	1	3692	0094	0.353748	
0200	2	7808	0561	0.353376	
0200	3	4281	0156	0.345379	
0200	4	4705	0200	0.344562	
0200	5	1960	0000	0.344280	
0200	6	7745	0550	0.342887	
0200	7	1847	0000	0.341585	
0200	8	5320	0253	0.339495	
0200	9	1575	0000	0.338575	
0200	10	7795	0561	0.336335	
0213	1	13163	1184	0.355236	
0213	2	15656	1472	0.355224	
0213	3	3556	0080	0.351570	
0213	4	11094	0932	0.349737	
0213	5	6089	0319	0.349553	
0213	6	12857	1151	0.349148	
0213	7	13186	1185	0.349012	
0213	8	12423	1105	0.349012	
0213	9	7155	0476	0.347911	
0213	10	12414	1105	0.346822	
0230	1	1847	0000	0.354449	
0230	2	4281	0156	0.346866	
0230	3	5655	0275	0.341503	
0230	4	4280	0156	0.332862	
0230	5	1960	0000	0.332554	
0230	6	1462	0000	0.332184	
0230	7	5153	0230	0.329008	
0230	8	2055	0000	0.328910	
0230	9	5150	0230	0.328196	
0230	10	5487	0263	0.327853	
0258	1	13625	1229	0.366792	
0258	2	13624	1229	0.359027	
0258	3	13642	1229	0.357989	
0258	4	5788	0286	0.357832	
0258	5	12233	1083	0.356081	
0258	6	12234	1083	0.353138	
0258	7	3925	0128	0.352787	
0258	8	13347	1203	0.351454	
0258	9	11002	0923	0.351019	
0258	10	11183	0949	0.350329	
0286	1	8700	0678	0.393164	
0286	2	10453	0829	0.386147	
0286	3	5797	0286	0.384935	
0286	4	4516	0186	0.376164	
0286	5	13791	1251	0.371501	
0286	6	8699	0678	0.371106	
0286	7	14862	1362	0.370910	
0286	8	10858	0909	0.368886	
0286	9	4515	0186	0.366488	
0286	10	10954	0918	0.365427	
0316	1	2993	0016	0.334368	
0316	2	14279	1302	0.331112	
0316	3	9511	0736	0.328743	
0316	4	11698	1026	0.324916	
0316	5	9532	0736	0.324657	
0316	6	6920	0452	0.324207	
0316	7	5153	0230	0.323965	
0316	8	5667	0275	0.323958	
0316	9	11695	1026	0.321959	
0316	10	13430	1212	0.320324	
0329	1	3925	0128	0.362209	
0329	2	13625	1229	0.359554	
0329	3	13642	1229	0.359224	
0329	4	13347	1203	0.358531	
0329	5	12233	1083	0.357936	
0329	6	13624	1229	0.357541	
0329	7	6368	0355	0.356876	
0329	8	13639	1229	0.356863	
0329	9	8733	0680	0.355473	
0329	10	3929	0128	0.353235	
0431	1	13639	1229	0.360513	
0431	2	12233	1083	0.353313	
0431	3	13625	1229	0.351483	
0431	4	13624	1229	0.348243	
0431	5	13347	1203	0.344067	
0431	6	10800	0899	0.342959	
0431	7	11493	0996	0.341241	
0431	8	5788	0286	0.339466	
0431	9	13635	1229	0.339087	
0431	10	6818	0431	0.338934	
0465	1	11727	1028	0.362203	
0465	2	3260	0049	0.353472	
0465	3	5745	0284	0.353231	
0465	4	3326	0058	0.352738	
0465	5	7968	0580	0.350467	
0465	6	5751	0284	0.348877	
0465	7	3411	0066	0.348725	
0465	8	13385	1208	0.348566	
0465	9	4318	0161	0.346963	
0465	10	5757	0284	0.346575	
0471	1	4280	0156	0.334903	
0471	2	13835	1259	0.329662	
0471	3	6909	0448	0.327628	
0471	4	3693	0094	0.327029	
0471	5	4281	0156	0.325896	
0471	6	13372	1207	0.323552	
0471	7	3692	0094	0.323018	
0471	8	7566	0523	0.320444	
0471	9	7560	0523	0.320334	
0471	10	7141	0474	0.320225	
0474	1	4280	0156	0.358071	
0474	2	3692	0094	0.349727	
0474	3	8663	0671	0.348465	
0474	4	6909	0448	0.344812	
0474	5	10604	0861	0.344052	
0474	6	7223	0488	0.343776	
0474	7	11330	0968	0.343637	
0474	8	8013	0583	0.343004	
0474	9	4282	0156	0.341714	
0474	10	4278	0156	0.340268	
0479	1	7785	0560	0.353728	
0479	2	11330	0968	0.348597	
0479	3	13544	1224	0.343090	
0479	4	7222	0488	0.340713	
0479	5	7160	0478	0.340368	
0479	6	13122	1181	0.339296	
0479	7	7181	0479	0.339127	
0479	8	3692	0094	0.338820	
0479	9	7659	0535	0.338473	
0479	10	10757	0888	0.337460	
0498	1	4516	0186	0.377226	
0498	2	5797	0286	0.376904	
0498	3	3057	0019	0.376827	
0498	4	4507	0186	0.372534	
0498	5	13791	1251	0.371516	
0498	6	5775	0286	0.370070	
0498	7	5788	0286	0.369174	
0498	8	13788	1251	0.368257	
0498	9	12234	1083	0.368240	
0498	10	5786	0286	0.365641	
0521	1	7989	0582	0.354760	
0521	2	7968	0580	0.353739	
0521	3	13385	1208	0.352778	
0521	4	7310	0495	0.347290	
0521	5	6419	0363	0.346463	
0521	6	7985	0582	0.345168	
0521	7	3260	0049	0.344995	
0521	8	7519	0521	0.341812	
0521	9	5632	0274	0.340838	
0521	10	13723	1245	0.339900	
0562	1	11119	0934	0.353968	
0562	2	2203	0000	0.352302	
0562	3	5072	0228	0.342346	
0562	4	7100	0469	0.342339	
0562	5	13430	1212	0.341945	
0562	6	10117	0797	0.340878	
0562	7	6487	0372	0.340845	
0562	8	12058	1065	0.338131	
0562	9	1557	0000	0.337591	
0562	10	1462	0000	0.334309	
0585	1	9100	0715	0.385977	
0585	2	5735	0284	0.382808	
0585	3	5749	0284	0.382438	
0585	4	5757	0284	0.378396	
0585	5	6587	0388	0.376185	
0585	6	1761	0000	0.375511	
0585	7	11119	0934	0.372256	
0585	8	11882	1054	0.372049	
0585	9	14756	1356	0.370077	
0585	10	6876	0447	0.369071	
0591	1	8700	0678	0.381684	
0591	2	4507	0186	0.362164	
0591	3	14262	1301	0.357233	
0591	4	4694	0198	0.356891	
0591	5	15542	1450	0.355635	
0591	6	10528	0845	0.355630	
0591	7	5795	0286	0.355308	
0591	8	8699	0678	0.353985	
0591	9	14862	1362	0.353175	
0591	10	7482	0514	0.352629	
0732	1	2993	0016	0.338578	
0732	2	8259	0610	0.335603	
0732	3	7884	0574	0.332564	
0732	4	4469	0183	0.328733	
0732	5	9864	0771	0.325360	
0732	6	13658	1233	0.325037	
0732	7	11408	0983	0.323812	
0732	8	11967	1061	0.322923	
0732	9	5626	0271	0.321484	
0732	10	13617	1228	0.320493	
0740	1	10762	0889	0.377441	
0740	2	11002	0923	0.375946	
0740	3	9582	0740	0.375051	
0740	4	13624	1229	0.373197	
0740	5	10761	0889	0.369085	
0740	6	13347	1203	0.367527	
0740	7	10076	0794	0.364346	
0740	8	10728	0881	0.363721	
0740	9	8357	0625	0.362902	
0740	10	13351	1203	0.359712	
0747	1	4280	0156	0.352981	
0747	2	258	0000	0.350588	
0747	3	6909	0448	0.348162	
0747	4	6089	0319	0.346837	
0747	5	6915	0448	0.344986	
0747	6	15095	1388	0.343523	
0747	7	10930	0916	0.341864	
0747	8	15656	1472	0.341419	
0747	9	11104	0932	0.340250	
0747	10	7141	0474	0.340230	
0778	1	9944	0778	0.367288	
0778	2	4234	0155	0.364589	
0778	3	4137	0146	0.361809	
0778	4	9927	0778	0.361588	
0778	5	6289	0345	0.358948	
0778	6	11914	1057	0.356430	
0778	7	7316	0495	0.354878	
0778	8	11863	1050	0.351439	
0778	9	6281	0345	0.351389	
0778	10	6892	0447	0.350991	
0819	1	7015	0461	0.339791	
0819	2	7013	0461	0.337373	
0819	3	7288	0493	0.337348	
0819	4	7012	0461	0.330874	
0819	5	2400	0000	0.330612	
0819	6	7009	0461	0.327396	
0819	7	4429	0182	0.324956	
